code,marketref,dem,demCGV,demBMR,demreg,lp_bl,ls_bl,lh_bl,tropicar,distcr,distc,distr,ginv,polity,polity2,landlock,yellow,oilres,goldm,iron,silv,zinc,mortality,imputedmort,logem4,excolony,lt100km,democ1,democ00a,cons00a,currentinst,imr95,leb95,malfal,uvdamage,suitavg,pdiv,pdiv_aa,pdivhmi,pdivhmi_aa,pd1,pd1000,pd1500,pd1500,pop1,pop1000,pop1500,legor_uk,legor_fr,temp,elevavg,elevstd,kgatr,precip,suitgini,area,abslat,cenlong,area_ar,rough,ln_yst,ln_yst_aa,africa,europe,asia,oceania,americas,pprotest,pcatholic,pmuslim,pother,population_initial,population_now,gdp_pc_initial,gdp_pc_now,capital_growth_pct_gdp_initial,capital_growth_pct_gdp_now,gdp_initial,gdp_now,investment_rate,gdp_growth,pop_growth,lgdp_initial,lpop_initial
MEX,26.190475,0.0,0.0,0.0,0.071428575,53.446392,6.7500763,2.3512316,0.47181982,207.121,207.17,1224.54,22.725298,-6.0,-6.0,0.0,1.0,570000.0,0.0,0.0,13.0,4.0,71.0,71.0,4.2626800000000005,,0.37255,1.0,0.0,1.0,48.0,31.0,72.18,0.0411304,227.77446,0.44,0.6286276,0.66654986,0.6444447,0.6703318,0.7858793,1.5717586,2.6195977,2.6195977,1527710.1,3055420.2,5092367.0,0.0,1.0,21.171274,0.8128172,0.7843163,0.2018316,61.87707,0.48841,1943950.0,23.0,-102.0,252519.1,0.24386849,8.318742,8.515373,0.0,0.0,0.0,0.0,1.0,1.2,94.7,0.0,4.1,51493565.0,128932753.0,5524.27238582022,9322.335713041859,22.7391891891892,19.213943945304102,284464479176.938,1201954407872.7,21.76390195721474,0.0105201854110617,0.018526202089272914,8.616906822839255,17.75696740637057
MKD,,0.0,0.0,0.0,0.037037037,,,,0.0,142.786,142.497,278.238,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,23.0,,,0.0,121.29606,0.44,0.7415155,0.7416291,0.7276968,0.728448,5.8895125,6.871098,8.83427,8.83427,149770.3,174732.02,224655.47,0.0,0.0,9.739403,0.85384256,0.2438214,0.0,64.425156,0.26554,25430.0,41.833332,22.0,5548.8257,0.38208643,8.922658,8.932974,0.0,1.0,0.0,0.0,0.0,1.0,0.5,30.1,68.4,1720805.0,2083380.0,,5370.98122121275,,29.628620365371102,,11189794856.6502,23.440163414090794,,0.003831308173107617,,14.358302762556727
MLI,0.0,0.0,0.0,0.0,0.032258064,3.4827788,0.45440128,0.16855828,0.962525,1036.45,1074.26,1163.95,15.277317,-7.0,-7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2940.0,2940.0,7.986165,1.0,0.0,0.0,0.0,1.0,151.0,118.0,53.3,0.9899238,260.144,0.11,0.73571444,0.735564,0.71974504,0.7196037,0.20958605,0.41917208,0.62875813,0.62875813,255734.81,511469.6,767204.4,0.0,1.0,28.583412,0.32844955,0.08109278,0.0371712,28.79528,0.74452,1220190.0,17.0,-4.0,46367.22,0.02670587,8.006368,8.011189,1.0,0.0,0.0,0.0,0.0,0.2,0.7,80.0,19.1,5949042.0,20250834.0,360.789734658164,755.902899011372,15.277317210104101,14.3046186498789,2146353284.65027,15307664127.9981,18.751569191099893,0.014902300124597812,0.024801889726370208,5.888295336171086,15.598740756155207
MLT,,1.0,1.0,1.0,0.95454544,54.81102,19.151588,3.2565928,,,,,30.026821,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,16.3,2.7911650000000003,1.0,,,,,102.0,,,,151.79025,,0.735888,0.73571986,,,,31.25,62.5,62.5,,10000.0,20000.0,0.0,1.0,17.768229,0.148625,,,38.688023,,320.0,35.833332,14.433333,80.0,0.2805625,8.935904,8.929144,0.0,1.0,0.0,0.0,0.0,0.5,97.3,0.0,2.2,302650.0,525285.0,3324.6184771311605,26013.5054616294,30.026841930942396,23.4198845624248,1006195782.1037401,13664504216.411999,23.955369681859498,0.04200341263118812,0.011088303548443701,8.109110202786438,12.620332301319833
MMR,48.137665,0.0,0.0,0.0,0.0,13.861853,7.5378466,0.28728837,0.75402534,261.538,347.742,336.075,14.17154,-7.0,-7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,34.6,3.543854,1.0,,8.0,0.0,1.0,,,,0.7168632,227.49008,0.46,0.70510024,0.70530945,0.699912,0.700564,1.5207969,3.0415938,6.0831876,6.0831876,1000000.0,2000000.0,4000000.0,0.0,0.0,22.890743,0.6627526,0.60498875,0.4003596,180.24501,0.25183,657550.0,22.0,98.0,99092.78,0.2549254,8.517193,8.555452,0.0,0.0,1.0,0.0,0.0,3.2,0.9,3.6,92.3,27269063.0,54409794.0,170.717636807125,1478.12473246512,,31.100308453698897,4655309993.3046,80424462199.7321,28.522693319926113,0.04411576665628836,0.013911706342794483,5.140010944950166,17.12126339412877
MNG,50.0,0.0,0.0,0.0,0.0,24.210339,15.656191,5.633471,0.0,1675.81,1855.69,1679.42,,-7.0,-7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,76.0,,,0.0,105.297455,0.09,0.70619744,0.70653236,0.71156794,0.7118773,0.19150974,0.3191829,0.38301948,0.38301948,300000.0,500000.03,600000.0,0.0,0.0,-0.34351656,1.4489423,0.53227144,0.0,20.971245,0.67663,1566500.0,46.0,105.0,11748.75,0.19473034,8.517193,8.53149,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.4,98.6,1278819.0,3278292.0,,4053.63263613099,,24.5547033731375,,13288991441.9671,38.95441824623093,,0.019006070145223486,,14.061447553736523
MOZ,0.0,,,,0.03125,23.329653,0.7799574,0.061978877,0.902176,203.434,216.222,805.497,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,1.0,146.0,,,1.0,244.48761,0.34,0.7444899,0.7444899,,,,0.38260913,1.2753638,1.2753638,,300876.16,1002920.56,0.0,1.0,23.545628,0.39333135,0.32611138,0.6281266,82.87739,0.3102,786380.0,18.25,35.0,39083.086,0.10458538,7.2442274,7.2442274,1.0,0.0,0.0,0.0,0.0,6.8,31.4,13.0,48.8,9022747.0,31255435.0,,564.644847192848,,,,17648220319.521,32.32153849922989,,0.02516019579381057,,16.015259391128797
MRT,0.0,0.0,0.0,0.0,0.032258064,35.360077,0.7616198,0.26982126,0.8267799,543.985,591.906,726.632,15.985119,-7.0,-7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,280.0,5.634789,,,2.0,0.0,1.0,167.0,,,0.8512061,245.47748,0.01,0.72920185,0.72920185,0.71050566,0.71050566,0.20958605,0.41917208,0.62875813,0.62875813,216020.34,432040.66,648061.0,0.0,1.0,27.693247,0.2542123,0.109320395,0.0,9.991535,0.61854,1030700.0,20.0,-12.0,4947.36,0.02898075,8.160519,8.160519,1.0,0.0,0.0,0.0,0.0,0.0,0.3,99.4,0.3,1146776.0,4649660.0,2004.32812096365,1683.8561657098098,11.169533544440698,43.1818976391461,2298515385.24621,7829358659.454259,22.154680861649783,-0.0034783844147177057,0.02839238475000405,7.603064181817762,13.95246508497327
MUS,23.703089,1.0,1.0,1.0,0.4,50.899998,11.9,1.2,,,,,,9.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,30.5,3.4177269999999997,,,9.0,0.0,1.0,19.0,,,0.0,273.365,,0.7452749,0.726162,,,,,,,,,,0.0,1.0,22.588541,0.195625,,,191.07812,,2030.0,20.283333,57.583332,999.97797,0.36925,5.891644,8.918903,1.0,0.0,0.0,0.0,0.0,0.9,31.2,16.4,51.5,826000.0,1265740.0,,9272.843219065258,,18.648689557208897,,11737008576.0997,24.58480678913615,,0.00857288725626315,,13.624350052503114
MWI,26.244926,0.0,0.0,0.0,0.032258064,37.965702,1.3422344,0.09977632,1.0,519.043,521.848,1113.46,25.733168,-9.0,-9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,0.0,0.0,1.0,157.0,,,1.0,258.25287,0.53,0.75453573,0.7535308,0.755589,0.7541817,,0.40838996,0.8167799,0.8167799,,38421.33,76842.66,1.0,0.0,22.116734,0.859996,0.4361066,0.0216119,92.013176,0.21275,94080.0,13.5,34.0,20998.656,0.18669444,7.495542,7.500198,1.0,0.0,0.0,0.0,0.0,31.5,27.6,16.2,24.7,4703783.0,19129955.0,293.155151741696,526.932201677988,,,1378938219.12501,10080189306.1508,,0.011796433409622775,0.028455093523165775,5.680701996995176,15.363877636544155
MYS,52.95267,0.0,0.0,0.0,0.0,39.595062,10.687951,1.4599288,1.0,71.7327,71.5055,1061.3,20.188637,1.0,1.0,0.0,1.0,192000.0,0.0,0.0,0.0,0.0,17.7,17.7,2.873565,1.0,0.794407,10.0,0.0,1.0,12.0,11.4,72.0,0.2543278,271.03558,0.27,0.6892316,0.69374394,0.6776293,0.68886495,0.30374825,0.6074965,1.214993,1.214993,99796.484,199592.97,399185.94,1.0,0.0,26.028496,0.23076233,0.2876175,0.832736,233.9334,0.18203,328550.0,2.5,112.5,18201.67,0.17829835,8.411833,8.693245,0.0,0.0,1.0,0.0,0.0,1.4,2.8,49.4,46.4,10804131.0,32365998.0,1915.8715500728,11637.3511970661,17.5078197649844,19.6779622028168,20699327206.1595,376654485569.54,25.628077597980123,0.0367397613599183,0.022186128813613815,7.557927915611663,16.19543911895997
NAM,33.333332,,,,0.5,34.20948,14.639165,2.0074031,0.66346365,358.947,359.305,1348.38,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,9.0,0.0,1.0,87.0,,,0.6194981,263.0291,0.04,0.7423667,0.7448174,0.7375011,0.7401091,,0.07194141,0.14388283,0.14388283,,59228.645,118457.29,1.0,0.0,19.931892,0.9851719,0.36243838,0.0004984,25.288353,0.46784,823290.0,22.0,17.0,8150.5713,0.10209817,7.130899,7.669017,1.0,0.0,0.0,0.0,0.0,64.2,19.1,0.0,16.7,817474.0,2540916.0,,5312.94867779823,,13.2234491487485,,13499756302.5964,19.941920639406344,,0.022940391086103462,,13.613974376966434
NAU,,1.0,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NER,0.0,0.0,0.0,0.0,0.032258064,8.693372,0.24346119,0.16974233,1.0,1180.26,1197.49,1348.56,9.849693,-7.0,-7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,400.0,400.0,5.991465,0.0,0.0,0.0,0.0,1.0,176.0,115.0,48.5,0.9842288,269.80963,0.01,0.74396914,0.7402218,0.734277,0.7279057,0.20958605,0.41917208,0.62875813,0.62875813,265482.66,530965.25,796447.94,0.0,1.0,27.404308,0.47127628,0.1648548,0.0,17.186642,0.69377,1266700.0,16.0,8.0,144783.81,0.03710857,8.294049,8.188412,1.0,0.0,0.0,0.0,0.0,0.0,0.2,87.9,11.9,4510645.0,24206636.0,817.348333304636,550.440806329148,9.84969371869597,,3686768172.87889,13324320238.3562,16.590675289893824,-0.007875741290083504,0.03417471624206536,6.706065360549895,15.32195071677418
NGA,2.3809524,0.0,0.0,0.0,0.6,,,,1.0,473.06,498.793,519.239,,-7.0,-7.0,0.0,1.0,168000.0,0.0,0.0,0.0,0.0,2004.0,2004.0,7.602900999999999,1.0,0.09776900000000001,8.0,0.0,1.0,131.0,81.1,50.08,1.0,263.52917,0.42,0.7481788,0.7464535,0.7407232,0.73782486,1.1814605,2.7567413,4.3320217,4.3320217,1076038.8,2510757.2,3945475.5,1.0,0.0,26.817709,0.35510498,0.2138289,0.7613238,97.74968,0.26547,910770.0,10.0,8.0,281974.38,0.07988245,7.901007,7.913704,1.0,0.0,0.0,0.0,0.0,15.8,12.1,45.0,27.1,55982142.0,206139587.0,1691.3694246798498,2273.21856061168,,29.3988605515333,94686483306.8859,468600335245.226,36.19095193337101,0.005930680944949307,0.026413221823621713,7.4332937902542895,17.84054330498514
NIC,30.959045,0.0,0.0,0.0,0.071428575,34.6,7.2,4.4,1.0,83.9011,84.2195,1145.99,18.594213,-8.0,-8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,163.3,163.3,5.095589,1.0,0.632686,1.0,1.0,1.0,119.0,43.4,67.86,0.1,247.21053,0.53,0.61832947,0.6845506,0.62468785,0.67636883,0.58738303,1.1747661,1.5663548,1.5663548,71308.3,142616.6,190155.47,0.0,1.0,25.475386,0.2490711,0.2648365,0.7079345,201.41998,0.26715,121400.0,13.0,-85.0,19169.06,0.16039939,8.006368,8.534249,0.0,0.0,0.0,0.0,1.0,4.4,94.7,0.0,0.9,2406523.0,6624554.0,2162.74450459015,1721.81825546025,18.5942136316761,19.1773869068493,5204694393.41979,11406278011.4822,22.35057911847071,-0.004549562471612867,0.020458464827770584,7.679133298121017,14.693693525128205
NLD,73.26945,1.0,1.0,1.0,0.95454544,44.02682,45.8,7.2,0.0,28.6708,67.3148,56.752,28.753466,10.0,10.0,0.0,0.0,9460.0,0.0,0.0,0.0,0.0,,,,,,,,,31.0,,,0.0,65.14107,0.34,0.72964454,0.7295495,0.7165779,0.7170335,5.9031878,8.854781,26.564344,26.564344,200000.0,300000.0,900000.0,0.0,1.0,9.258411,0.05241966,0.05882623,0.0,66.59605,0.38481,33880.0,52.5,5.75,9100.168,0.02148418,8.699514,8.700735,0.0,1.0,0.0,0.0,0.0,42.4,42.6,1.0,14.0,13038526.0,17441139.0,24519.6092361381,53081.311007557306,29.719066731022394,21.3671660777739,319699562535.226,925798523585.037,22.388918971696082,0.015566956794062836,0.005835424394806221,10.107228453387194,16.383419071263823
NOR,44.81481,1.0,1.0,1.0,0.95454544,71.3,20.7,7.4,0.0,332.584,89.2999,1085.44,31.900316,10.0,10.0,0.0,0.0,2040000.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,6.0,,,0.0,33.443672,0.02,0.7278814,0.7278814,,,0.3265306,0.6530612,1.3061224,1.3061224,99356.734,198713.47,397426.94,0.0,0.0,1.2093879,0.43556193,0.3552708,0.0,84.6646,0.87029,304280.0,62.0,10.0,8763.265,0.19816233,8.517193,8.517193,0.0,1.0,0.0,0.0,0.0,97.8,0.3,0.1,1.8,3875763.0,5379475.0,32244.646376809,90884.61459704839,32.9061509887469,30.3081661295963,124972607375.32,488911512109.45703,27.4816768092945,0.020941023551247273,0.006578508737905997,10.381107304623884,15.170253104612495
NPL,24.603172,0.0,0.0,0.0,0.0,1.9,1.7,0.3,0.0,288.941,825.382,288.941,5.9648724,-9.0,-9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,1.0,1.0,108.0,,,0.1628608,250.36415,0.45,0.7162813,0.7162813,0.71798766,0.71798766,6.993007,10.489511,13.986014,13.986014,1000000.0,1500000.0,2000000.0,1.0,0.0,12.51837,2.2996023,1.921245,0.0,97.24778,0.39967,143000.0,28.0,84.0,23237.5,0.5192441,8.699514,8.699514,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,97.0,12074628.0,29136808.0,284.414564307871,832.711063201292,5.96487226277372,28.400025924005497,3434200061.79962,24262542367.9719,21.251550654474904,0.02171754235269896,0.01777402820004581,5.6504329072643875,16.306616949574934
NZL,18.311428,1.0,1.0,1.0,0.95454544,32.184074,55.048065,11.893906,0.0,39.581,39.504,9407.09,,10.0,10.0,0.0,0.0,48300.0,0.0,0.0,0.0,0.0,8.55,8.55,2.145931,,0.9594879999999999,10.0,10.0,7.0,3.0,6.8,76.9,0.0,120.704285,0.31,0.62694323,0.71000844,,,,,0.37314826,0.37314826,,,99895.52,1.0,0.0,11.053463,0.3439544,0.4125177,0.0,138.89967,0.48836,267710.0,41.0,174.0,14991.76,0.27984992,6.684612,8.533614,0.0,0.0,0.0,1.0,0.0,37.9,18.7,0.0,43.4,2810700.0,5084300.0,,37922.2391359625,,,,192808040438.974,23.633200821834084,,0.01192501872562124,,14.848944120607388
OMN,33.333332,0.0,0.0,0.0,0.0,,,,0.9346141,110.127,110.358,2620.31,13.764045,-10.0,-10.0,0.0,0.0,2670000.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,47.0,,,0.8682069,255.66895,0.00489,0.7345856,0.7333669,0.7270658,0.7274984,0.3231018,0.6462036,0.6462036,0.6462036,100000.0,200000.0,200000.0,0.0,1.0,26.891972,0.28089505,0.2228705,0.0,6.577069,0.49562,309500.0,21.0,57.0,371.4,0.15031864,8.922658,8.955941,0.0,0.0,1.0,0.0,0.0,0.1,0.1,98.9,0.9,723842.0,5106622.0,9097.990636802242,,13.7640449438202,,6585507738.52421,,23.582255337509554,,0.03984785109472999,9.115808858980403,13.492328415507577
PAK,3.5714288,0.0,0.0,0.0,0.0,7.9508243,7.942482,1.1666559,0.0,637.725,644.27,1714.63,15.793001,-88.0,0.0,0.0,1.0,3220.0,0.0,0.0,0.0,0.0,36.99,36.99,3.6106480000000003,,0.094196,1.0,0.0,1.0,107.0,74.1,63.95,0.4946105,218.7124,0.06,0.72586536,0.72560614,0.7236558,0.7232812,8.775915,19.874866,25.811514,25.811514,6765177.5,15321137.0,19897580.0,1.0,0.0,21.092703,0.88197094,1.2387791,0.0,25.414837,0.79443,770880.0,30.0,70.0,212994.14,0.2237018,9.1049795,9.100526,0.0,0.0,1.0,0.0,0.0,0.8,0.5,96.8,1.9,58142062.0,220892331.0,469.43771536669294,1168.34297401467,15.7923394274465,15.4065133813776,27294076751.9886,258078002937.573,17.24639907542207,0.018403416149999074,0.02705524350390842,6.151535628222199,17.878399918582367
PAN,0.0,0.0,0.0,0.0,1.0,53.5,17.4,4.2,1.0,20.4568,20.4908,638.593,,-7.0,-7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,163.3,163.3,5.095589,1.0,1.0,0.0,0.0,1.0,61.0,21.4,73.6,0.0309956,247.03604,0.47,0.6131938,0.68795234,0.61295915,0.6778369,0.58738303,1.1747661,1.5663548,1.5663548,43718.918,87437.836,116583.78,0.0,1.0,25.521591,0.23283736,0.27756688,1.0,210.73322,0.13446,74430.0,9.0,-80.0,5403.618,0.28598613,7.783224,8.513963,0.0,0.0,0.0,0.0,1.0,5.2,85.0,4.5,5.3,1519286.0,4314768.0,3434.7261378900603,9611.28542532737,34.434374256110104,,5218331335.130429,41470466792.0689,31.96468948501609,0.020793244311233527,0.021095490639047254,8.141692474517406,14.233751045619442
PER,17.01756,0.0,0.0,0.0,0.071428575,47.1,13.4,4.5,1.0,254.983,368.049,679.183,15.5,-7.0,-7.0,0.0,0.0,16600.0,0.0,0.0,9.0,5.0,71.0,71.0,4.2626800000000005,,0.173208,1.0,4.0,3.0,43.0,45.0,68.32,0.029737,287.4974,0.26,0.5968042,0.64335716,0.5877162,0.63140315,0.5859375,1.171875,1.5625,1.5625,750000.0,1500000.0,2000000.0,0.0,1.0,19.876368,1.2584555,1.553278,0.4591457,127.36689,0.65394,1280000.0,10.0,-76.0,36992.0,0.36024526,8.36637,8.530317,0.0,0.0,0.0,0.0,1.0,2.7,95.1,0.0,2.2,13459789.0,32971846.0,3352.03480769187,5685.3708387019105,17.1313142758517,17.8207416220504,45117681232.1881,187457171746.57,25.090276603791573,0.01062259920198616,0.01808045554359694,8.117322845704344,16.41521720598072
PHL,60.514153,0.0,0.0,0.0,1.0,56.300003,14.2,9.6,1.0,27.3757,27.2979,1670.54,21.343594,2.0,2.0,0.0,0.0,2220.0,0.0,0.0,0.0,0.0,,,,1.0,,6.0,0.0,1.0,138.0,,,0.75,260.0429,0.73,0.6833667,0.6833667,,,,0.33537915,1.6768957,1.6768957,,100000.0,500000.0,0.0,1.0,26.207767,0.22866067,0.3683388,1.0,204.67676,0.08853,298170.0,13.0,122.0,56503.22,0.30937746,8.517193,8.517193,0.0,0.0,1.0,0.0,0.0,3.8,84.1,4.3,7.8,35803591.0,109581085.0,1305.15163406517,2980.01581411657,21.343593378220998,17.3830761941597,46729115299.0509,326553366228.052,22.334364689808275,0.016649267195539164,0.022624469038472483,7.174074507692668,17.393558753603063
PLW,,,,,0.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.7354,,0.67193025,,,,,,,,,,,,,,,,,,,460.0,7.5,134.0,,,,,0.0,0.0,0.0,1.0,0.0,,,,,11803.0,18092.0,,,,,,,28.93402979284441,,0.008578912051472098,,9.37610901542907
PNG,,,,,0.6666667,11.747474,2.1043894,2.251599,1.0,79.6111,80.0078,4671.28,41.603043,,,0.0,0.0,81500.0,0.0,0.0,0.0,0.0,,170.0,5.135798,1.0,,10.0,0.0,1.0,104.0,,,0.5892759,271.8784,0.57,0.65731204,0.65731204,,,0.71428573,1.2755102,1.5306122,1.5306122,323471.44,577627.56,693153.06,1.0,0.0,25.360975,0.4227265,0.73280483,0.7253582,259.9521,0.22326,452860.0,6.0,147.0,2037.87,0.39117372,8.294049,8.294049,0.0,0.0,0.0,1.0,0.0,58.4,32.8,0.0,8.8,2783132.0,8947027.0,1592.79984012032,2346.8010730426604,41.603046217375706,,4432972204.633739,20996892564.1417,22.551404230799882,0.0077813139224842676,0.02362974872351975,7.373248652373487,14.839087470213261
POL,0.0,0.0,0.0,0.0,0.037037037,68.7,20.7,5.4,0.0,60.476,279.241,68.9903,,-7.0,-7.0,0.0,0.0,1100.0,0.0,0.0,0.0,2.0,,,,0.0,,,,,55.0,,,0.0,68.10258,0.55,0.73588604,0.7358722,0.729141,0.7291181,1.6427914,4.1069784,13.142331,13.142331,500000.0,1250000.0,4000000.0,0.0,0.0,7.65305,0.18871395,0.12775789,0.0,52.01452,0.19799,304360.0,52.0,20.0,139944.73,0.05231206,8.699514,8.703258,0.0,1.0,0.0,0.0,0.0,0.1,81.0,0.0,18.9,32664300.0,37950802.0,,16945.2351796873,,17.3120669944055,,643085265147.7471,21.28535196713838,,0.003004662943795422,,17.30179329636259
PRK,,0.0,0.0,0.0,0.0,,,,0.0,69.7366,70.2032,1038.77,,-9.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,0.0,106.784454,0.66,0.6929136,0.69295454,0.7024879,0.7025142,0.9126586,11.408232,18.253172,18.253172,109893.22,1373665.1,2197864.5,0.0,0.0,6.21915,0.5260107,0.4640691,0.0,82.878586,0.2287,120410.0,40.0,127.0,25996.52,0.24439424,8.411833,8.418808,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,14410391.0,25778815.0,,,,,,,,,0.011699985340995367,,16.483460101542352
PRT,47.267624,0.0,0.0,0.0,0.0,47.3,6.8,1.6,0.0,92.9028,104.739,162.932,27.836266,-9.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,30.0,,,0.0,138.77466,0.44,0.7218809,0.7219085,,,5.464481,6.557377,13.661202,13.661202,500000.0,600000.0,1250000.0,0.0,1.0,15.261314,0.35467842,0.2219436,0.0,74.45222,0.36876,91500.0,39.5,-8.0,17998.05,0.44474465,8.779557,8.779643,0.0,1.0,0.0,0.0,0.0,1.1,94.1,0.0,4.8,8680431.0,10305564.0,8759.96732014665,22769.6819060936,28.0652022282216,19.149010519537498,76040291884.7879,234654414142.89,24.685598462749805,0.019288418292657372,0.0034381521674728965,9.077947453346612,15.976581739781675
PRY,16.111115,0.0,0.0,0.0,0.071428575,68.0,10.5,2.0,0.5700223,171.161,961.766,171.161,14.727553,-8.0,-8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.1,78.1,4.35799,,0.0,0.0,1.0,2.0,103.0,39.2,69.61,0.0001715,215.40868,0.52,0.5793399,0.65879625,0.5685799,0.6447296,,0.25169897,0.50339794,0.50339794,,100000.0,200000.0,0.0,1.0,23.497328,0.17392243,0.091198966,0.2626645,96.252495,0.29182,397300.0,23.0,-57.996387,28486.41,0.03135587,8.294049,8.6497965,0.0,0.0,0.0,0.0,1.0,1.9,96.0,0.0,2.1,2474757.0,7132530.0,1726.8991221861,5162.95915101487,14.7275129803393,19.1897408831821,4273655690.9239,36824961033.3881,20.439253061333503,0.022145296204527876,0.021396160344870463,7.454082664272758,14.721652767346596
QAT,,,,,0.0,5.8724575,13.356381,10.587845,0.0,14.1758,14.2179,2060.64,,,,0.0,0.0,7630000.0,0.0,0.0,0.0,0.0,,,,,,,,,40.0,,,0.0,224.21544,0.003,0.7401268,0.74287784,0.7378256,0.7448553,,0.88393885,0.88393885,0.88393885,,9723.327,9723.327,0.0,1.0,26.954592,0.0439043,0.02079302,0.0,6.008883,0.0,11000.0,25.5,51.25,180.4,0.02599742,8.922658,9.002597,0.0,0.0,1.0,0.0,0.0,0.9,1.2,92.4,5.5,109521.0,2881060.0,,59923.959657755804,,,,172644523211.574,34.42736288388622,,0.06758164431030944,,11.60387159067302
ROM,0.0,0.0,0.0,0.0,0.037037037,60.566536,28.034878,3.401691,0.0,110.138,389.885,111.125,,-7.0,-7.0,0.0,0.0,68000.0,0.0,0.0,0.0,0.0,,,,,,,,,72.0,,,0.0,96.34664,0.64,0.74298805,0.7429342,0.7319389,0.73193485,3.482652,3.482652,8.70663,8.70663,800000.0,800000.0,1999999.9,0.0,0.0,9.506096,0.32426962,0.3355406,0.0,51.000156,0.22235,229710.0,46.0,25.0,93813.56,0.13585009,8.922658,8.92443,0.0,1.0,0.0,0.0,0.0,5.8,4.9,1.2,88.1,,,,,,,,,,,,,
RUS,0.0,0.0,0.0,0.0,0.037037037,47.671677,38.401115,6.5478907,0.0,2385.58,2325.4,3227.86,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,,,,112.0,,,0.0,43.582577,0.09,0.7331309,0.73332053,0.7391281,0.7389801,0.12819465,0.2502848,0.74474984,0.74474984,2100000.0,4100000.2,12200000.0,0.0,0.0,-6.19696,0.32648116,0.3712135,0.0,36.379436,0.81199,16381340.0,60.0,100.0,1243343.8,0.09803154,8.517193,8.52932,0.0,1.0,0.0,0.0,0.0,0.0,1.4,11.3,87.3,130404000.0,144104080.0,,11786.6213075834,,23.9879493606627,,1726662088420.88,23.709827620105784,,0.0019999671198382973,,18.68614788183299
RWA,0.0,0.0,0.0,0.0,0.032258064,13.746907,1.0346279,0.17586029,1.0,1057.96,1057.96,1906.86,7.0486584,-5.0,-5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,280.0,5.634789,,,1.0,0.0,1.0,52.0,,,1.0,277.15332,0.47,0.76258564,0.7625331,0.7650095,0.7649309,,11.916584,24.826216,24.826216,,293982.12,612462.75,0.0,1.0,19.053009,1.6256166,0.2136996,0.7714808,104.67065,0.14682,24670.0,2.0,30.0,8999.616,0.2967278,7.824046,7.8399196,1.0,0.0,0.0,0.0,0.0,11.6,55.6,8.6,24.2,3757351.0,12952209.0,355.808364472733,849.035103820977,7.048658288804231,24.5261445301891,1336896914.05999,10996880113.026001,14.723220063323579,0.017546324412929692,0.025059893225425567,5.874392283872585,15.139224745797742
SAU,33.333332,0.0,0.0,0.0,0.0,27.382345,12.161485,6.1133046,0.48564333,341.327,341.353,1361.73,16.780977,-10.0,-10.0,0.0,0.0,15700000.0,0.0,0.0,0.0,0.0,,,,,,,,,22.0,,,0.0931783,241.03246,0.00473,0.7433225,0.7428897,0.7441959,0.7444602,0.46518335,0.9303667,0.9303667,0.9303667,930366.7,1860733.4,1860733.4,1.0,0.0,25.080618,0.5882986,0.3737256,0.0,8.414915,0.37324,2000000.0,25.0,45.0,33400.0,0.08000441,8.935904,8.9355,0.0,0.0,1.0,0.0,0.0,0.1,0.1,98.8,1.0,5836388.0,34813867.0,22133.9120123861,19390.0189343094,22.3968199358353,26.3930185290155,129182098462.146,675041540306.531,23.72061421766994,-0.002643548991267175,0.0363636268699945,10.004866191592564,15.579622670307934
